Solute_Canon,Solvent_Canon,Solvent,Temperature_K,LogS,Solubility(mole_fraction),MW,Source
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCCOCCO,2-propoxyethanol,303.15,-1.1483166957650572,0.008132,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCCOCCO,2-propoxyethanol,308.15,-1.082052452499104,0.009506,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCCOCCO,2-propoxyethanol,313.15,-1.0185719332249796,0.01104,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCCOCCO,2-propoxyethanol,318.15,-0.9554052022410936,0.01281,220.272,10.1016/j.jct.2022.106969
CC(=O)N1CCN(c2ccc(O)cc2)CC1,CCCOCCO,2-propoxyethanol,323.15,-0.8883211873862618,0.01499,220.272,10.1016/j.jct.2022.106969
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,283.15,-2.4458612937310336,0.000405,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,288.15,-2.2652306050979725,0.0006169999999999,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,293.15,-2.157689129934578,0.000794,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,298.15,-2.024658406587937,0.001083,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,303.15,-1.903978888470083,0.001437,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,308.15,-1.7976359183255632,0.001844,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,313.15,-1.697619776817182,0.002332,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,318.15,-1.5842144627217547,0.003041,160.173,10.1016/j.jct.2023.107202
CN(C)NC(=O)CCC(=O)O,CCCOCCO,2-propoxyethanol,323.15,-1.4742467862982949,0.003933,160.173,10.1016/j.jct.2023.107202
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,273.15,-2.361406709454723,0.0005219,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,275.65,-2.317907747426774,0.0005783,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,278.15,-2.276444759542696,0.0006378,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,280.65,-2.228434036998363,0.0007141,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,283.15,-2.1886138580047625,0.0007846,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,285.65,-2.148521329386944,0.0008626,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,288.15,-2.1116276662702727,0.0009414,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,290.65,-2.068181534391897,0.001043,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,293.15,-2.0218518784416526,0.001163,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,295.65,-1.97900602485985,0.001287,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,298.15,-1.944060652470947,0.001399,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,300.65,-1.9097352395115368,0.001517,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,303.15,-1.8706930343679915,0.001664,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,305.65,-1.8327654723609872,0.00182,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,308.15,-1.790389233426977,0.002012,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,310.65,-1.7544912800622854,0.00219,218.168,10.1016/j.molliq.2016.06.062
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,CCc1ccccc1,ethylbenzene,313.15,-1.7020898847529478,0.002476,218.168,10.1016/j.molliq.2016.06.062
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,278.15,-0.3825468021616529,0.04457,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,283.15,-0.3303296132021602,0.05021,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,288.15,-0.2773380243513407,0.05664,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,293.15,-0.2192667066892039,0.06451,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,298.15,-0.171274578851515,0.0718,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,303.15,-0.1203443644171169,0.08041,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,308.15,-0.0712291449278161,0.08958,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,313.15,-0.0215224089354386,0.09981,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,318.15,0.032687972032422,0.1121,179.17499999999998,10.1016/j.molliq.2019.112203
O=C1C2C3C=CC(C3)C2C(=O)N1O,CCCOCCO,2-propoxyethanol,323.15,0.0770279860098368,0.1232,179.17499999999998,10.1016/j.molliq.2019.112203
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,278.15,-1.891497091846903,0.001443,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,283.15,-1.828749377293122,0.001675,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,288.15,-1.741655256016155,0.002057,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,293.15,-1.6588274948369994,0.0025,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,298.15,-1.5806059629718114,0.003005,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,303.15,-1.5077166951390395,0.0035709999999999,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,308.15,-1.439848725758975,0.004193,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,313.15,-1.3768924026830938,0.004868,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,318.15,-1.3186291385933544,0.005591,244.20300000000003,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CCCOCCO,2-propoxyethanol,323.15,-1.2511866269272671,0.0065559999999999,244.20300000000003,10.1016/j.molliq.2021.115663
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,278.15,-0.1577210333275447,0.0726,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,283.15,-0.1123640802586243,0.08031,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,288.15,-0.0660728993797541,0.08897,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,293.15,-0.0211967410054868,0.09813,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,298.15,0.0281042710844726,0.10907,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,303.15,0.0778784904601785,0.12128,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,308.15,0.1271448660401749,0.13447,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,313.15,0.1791508517438487,0.14966,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,318.15,0.232549368477317,0.16669,339.3660000000001,10.1016/j.molliq.2021.116992
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CCCOCCO,2-propoxyethanol,323.15,0.2908117369957487,0.18691,339.3660000000001,10.1016/j.molliq.2021.116992
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,278.15,-0.6628594512574173,0.02388,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,283.15,-0.6490329975523101,0.02475,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,288.15,-0.6468484185526326,0.025,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,293.15,-0.6244623024349303,0.02641,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,298.15,-0.609941161422575,0.0274,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,303.15,-0.5902870141069922,0.02878,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,308.15,-0.573699674905962,0.03001,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,313.15,-0.5550062724069474,0.03144,454.69500000000033,10.1021/acs.jced.5b00122
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCOCCO,2-propoxyethanol,318.15,-0.5334291533979272,0.03315,454.69500000000033,10.1021/acs.jced.5b00122
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,278.15,-2.522198531909705,0.0003381,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,283.15,-2.448875467200514,0.0004022,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,288.15,-2.3778788132121327,0.0004761,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,293.15,-2.313712165583849,0.0005545,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,298.15,-2.26062633971544,0.0006293,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,303.15,-2.1999708691316395,0.0007274,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,308.15,-2.159513046835732,0.0008023,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,313.15,-2.111680434172128,0.0009001,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,318.15,-2.054004404979666,0.0010329999999999,315.35400000000004,10.1021/acs.jced.5c00080
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,CCCOCCO,2-propoxyethanol,323.15,-2.0012452773602214,0.0011719999999999,315.35400000000004,10.1021/acs.jced.5c00080
CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCOCCO,2-propoxyethanol,278.2,-1.3631985586937332,0.004854,398.3670000000001,10.1021/acs.jced.6b00929
CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCOCCO,2-propoxyethanol,288.2,-1.2539564857998586,0.006294,398.3670000000001,10.1021/acs.jced.6b00929
CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCOCCO,2-propoxyethanol,298.2,-1.1670303916414912,0.007753,398.3670000000001,10.1021/acs.jced.6b00929
CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCOCCO,2-propoxyethanol,308.2,-1.112433957518942,0.008869,398.3670000000001,10.1021/acs.jced.6b00929
CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCOCCO,2-propoxyethanol,318.2,-0.9995230319119708,0.011586,398.3670000000001,10.1021/acs.jced.6b00929
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,273.15,-0.7322113190494185,0.02175,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,278.15,-0.6257603789532227,0.02776,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,283.15,-0.5270291639229058,0.03477,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,288.15,-0.4262354854839667,0.04367,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,293.15,-0.3299064641153543,0.05418,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,298.15,-0.2287657750700584,0.0678,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,303.15,-0.12289927218406,0.0853,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,308.15,-0.0204654439089604,0.1061,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,313.15,0.085515957569479,0.1321,170.59499999999997,10.1021/acs.jced.8b00139
O=C(O)Cc1ccccc1Cl,CCc1ccccc1,ethylbenzene,318.15,0.1968135533730281,0.1651,170.59499999999997,10.1021/acs.jced.8b00139
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,278.15,-1.3280582649153414,0.005635,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,283.15,-1.2450550128408249,0.006848,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,288.15,-1.188299935211909,0.007836,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,293.15,-1.0974296187367067,0.009689,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,298.15,-1.0127049536527688,0.01182,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,303.15,-0.955355709925583,0.01353,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,308.15,-0.8763802535062886,0.01627,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,313.15,-0.7842418581673039,0.02013,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,318.15,-0.7122609051000505,0.0238,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,323.15,-0.6353724206477717,0.02842,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,328.15,-0.5537002503940923,0.03428,162.148,10.1021/acs.jced.8b00811
N#CCc1ccc([N+](=O)[O-])cc1,CCc1ccccc1,ethylbenzene,333.15,-0.4368301955349343,0.04462,162.148,10.1021/acs.jced.8b00811
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,278.15,-0.6954911366838925,0.02374,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,283.15,-0.6155739973838597,0.02854,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,288.15,-0.5315721286715007,0.03459,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,293.15,-0.4432551049735936,0.04226,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,298.15,-0.3512032727142057,0.05201,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,303.15,-0.254629833056711,0.06442,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,308.15,-0.1538813412082962,0.08029,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,313.15,-0.0473129377928821,0.1008,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,318.15,0.0595600536470998,0.126,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,323.15,0.1796140060602678,0.1604,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,328.15,0.305094662078436,0.2041,162.14799999999994,10.1021/acs.jced.9b00243
N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,ethylbenzene,333.15,0.43955801224477,0.26,162.14799999999994,10.1021/acs.jced.9b00243
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCCOCCO,2-propoxyethanol,278.15,-1.610228929556991,0.002754,458.37500000000017,10.1021/acs.jced.9b00428
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCCOCCO,2-propoxyethanol,288.15,-1.507957434613021,0.003518,458.37500000000017,10.1021/acs.jced.9b00428
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCCOCCO,2-propoxyethanol,298.15,-1.3988077044624752,0.00456,458.37500000000017,10.1021/acs.jced.9b00428
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCCOCCO,2-propoxyethanol,308.15,-1.2907764755056756,0.0059,458.37500000000017,10.1021/acs.jced.9b00428
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCCOCCO,2-propoxyethanol,318.15,-1.1569149993194898,0.008093,458.37500000000017,10.1021/acs.jced.9b00428
O=C(c1ccccc1)c1ccc(O)cc1O,CCc1ccccc1,ethylbenzene,298.2,-1.4778472217503542,0.00408,214.22,10.1021/je501140p
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,273.25,-2.736746092668209,0.00022,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,277.15,-2.665882069368944,0.00026,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,282.25,-2.564549537722102,0.00033,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,285.55,-2.540441338505967,0.00035,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,289.45,-2.423429130006614,0.00046,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,293.05,-2.397576603366205,0.00049,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,298.65,-2.2706535878373684,0.00066,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,302.25,-2.252949335220366,0.00069,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,305.35,-2.1586206915972515,0.00086,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,309.55,-2.1407558824957293,0.0009,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,313.15,-2.0433476979450624,0.00113,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,317.35,-2.019231171991412,0.0012,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,321.25,-1.9239738274479472,0.0015,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,326.15,-1.8874111160252312,0.00164,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,329.45,-1.809167589329236,0.00197,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,333.35,-1.779038817488431,0.00212,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,336.95,-1.7054739158857397,0.00252,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,341.05,-1.6492394770209813,0.00288,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,346.25,-1.5923751203708056,0.0033,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,349.55,-1.526744255353078,0.00385,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,353.05,-1.480196334035046,0.0043,109.13200000000002,10.1021/je700221w
Nc1cccc(N)n1,CCc1ccccc1,ethylbenzene,357.05,-1.439594869120382,0.00474,109.13200000000002,10.1021/je700221w
